epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
367,363.12,0.73325,0.57004,0.8906,0.84883,0.76491,0.78127,0.42521,1.40065,0.70817,1.45571,0.00027532,0.00027532,0.00027532
368,364.058,0.68613,0.54125,0.87949,0.85383,0.76575,0.78428,0.42791,1.39051,0.71076,1.45217,0.00027334,0.00027334,0.00027334
369,364.99,0.74919,0.57025,0.88946,0.86972,0.75958,0.78875,0.4368,1.37266,0.71346,1.43025,0.00027136,0.00027136,0.00027136
370,365.886,0.68503,0.54908,0.88521,0.86794,0.76396,0.794,0.44505,1.35872,0.71455,1.41285,0.00026938,0.00026938,0.00026938
371,366.861,0.68298,0.53949,0.88038,0.87174,0.76373,0.79334,0.44159,1.36163,0.71943,1.42008,0.0002674,0.0002674,0.0002674
372,367.767,0.68518,0.55103,0.90121,0.87352,0.7583,0.79287,0.43518,1.3689,0.72462,1.43998,0.00026542,0.00026542,0.00026542
373,368.688,0.69784,0.55675,0.89519,0.86457,0.76163,0.78834,0.43113,1.37994,0.72816,1.45449,0.00026344,0.00026344,0.00026344
374,369.598,0.71064,0.56165,0.89236,0.87589,0.76243,0.79347,0.43054,1.38883,0.72925,1.46032,0.00026146,0.00026146,0.00026146
375,370.551,0.68332,0.54152,0.88447,0.87549,0.77032,0.80011,0.4355,1.37407,0.71934,1.44212,0.00025948,0.00025948,0.00025948
376,371.485,0.73355,0.56997,0.89442,0.8766,0.76971,0.80353,0.45073,1.34749,0.70498,1.41291,0.0002575,0.0002575,0.0002575
377,372.386,0.69044,0.54893,0.88062,0.87831,0.77354,0.8059,0.45904,1.32887,0.69402,1.39701,0.00025552,0.00025552,0.00025552
378,373.294,0.7118,0.55486,0.90002,0.87436,0.77644,0.8075,0.45963,1.32857,0.68995,1.40683,0.00025354,0.00025354,0.00025354
379,374.21,0.71237,0.56378,0.89552,0.86584,0.77135,0.7982,0.45153,1.34273,0.69246,1.42731,0.00025156,0.00025156,0.00025156
380,375.162,0.72204,0.55756,0.89112,0.85674,0.77182,0.7895,0.43706,1.37538,0.70351,1.4633,0.00024958,0.00024958,0.00024958
381,376.074,0.72577,0.55449,0.89223,0.8486,0.76712,0.77835,0.4294,1.39467,0.70927,1.47952,0.0002476,0.0002476,0.0002476
382,376.981,0.70502,0.55641,0.89972,0.84889,0.77069,0.78281,0.43232,1.38497,0.70329,1.47003,0.00024562,0.00024562,0.00024562
383,377.881,0.68052,0.55079,0.88887,0.86305,0.76509,0.7904,0.44427,1.35638,0.68853,1.44162,0.00024364,0.00024364,0.00024364
384,378.817,0.69498,0.5575,0.89158,0.86804,0.77525,0.79859,0.44959,1.33408,0.67999,1.42099,0.00024166,0.00024166,0.00024166
385,379.749,0.69431,0.54899,0.88039,0.87087,0.7646,0.79458,0.44753,1.3297,0.68332,1.42556,0.00023968,0.00023968,0.00023968
386,380.648,0.70691,0.55549,0.8929,0.85755,0.75742,0.77599,0.43889,1.3462,0.69382,1.45548,0.0002377,0.0002377,0.0002377
387,381.557,0.72684,0.56729,0.89044,0.85212,0.75316,0.76916,0.42836,1.37033,0.70895,1.48542,0.00023572,0.00023572,0.00023572
388,382.46,0.68898,0.54137,0.88759,0.83906,0.76639,0.77044,0.43095,1.37261,0.71345,1.4865,0.00023374,0.00023374,0.00023374
